,label,score
0,POS,0.9924361109733582
1,POS,0.9913830161094666
2,POS,0.9928652048110962
3,POS,0.991353452205658
4,POS,0.9905560612678528
5,POS,0.9922965168952942
6,NEU,0.9326286911964417
7,NEU,0.9326286911964417
8,POS,0.9917562007904053
9,POS,0.9917192459106445
10,POS,0.9929021000862122
11,NEU,0.9326286911964417
12,NEU,0.9326286911964417
13,NEG,0.9833942651748657
14,NEG,0.9801787734031677
15,NEG,0.9565369486808777
16,NEG,0.8655151128768921
17,NEG,0.960895836353302
18,NEG,0.9627113938331604
19,NEG,0.9789469242095947
20,NEG,0.9191823601722717
21,NEG,0.9817184209823608
22,POS,0.77907395362854
23,NEG,0.9794395565986633
24,NEG,0.9836854934692383
25,NEG,0.9746305346488953
26,POS,0.9923168420791626
27,NEG,0.8586772084236145
28,POS,0.9909337759017944
29,POS,0.5482386946678162
30,NEG,0.9738808274269104
31,NEG,0.9817041754722595
32,NEG,0.9819633960723877
33,NEG,0.9831225275993347
34,POS,0.9928231239318848
35,POS,0.9817356467247009
36,POS,0.988851010799408
37,POS,0.9921425580978394
38,POS,0.983723521232605
39,NEG,0.970313310623169
40,POS,0.9927858114242554
41,NEU,0.9326286911964417
42,POS,0.9929722547531128
43,POS,0.9923602938652039
44,POS,0.9928134083747864
45,POS,0.9659408330917358
46,POS,0.9889634847640991
47,POS,0.9823694825172424
48,NEG,0.8088974356651306
49,NEG,0.9824057221412659
50,NEG,0.9767968058586121
51,NEG,0.9798039197921753
52,NEG,0.9833076000213623
53,NEG,0.9817913770675659
54,NEU,0.8602824211120605
55,NEG,0.9480788111686707
56,POS,0.9925680160522461
57,POS,0.9901174902915955
58,POS,0.9879927635192871
59,POS,0.9898276329040527
60,POS,0.9916208982467651
61,POS,0.9829862713813782
62,POS,0.9905617833137512
63,POS,0.9792653322219849
64,POS,0.9902448654174805
65,NEG,0.8658885359764099
66,NEG,0.9834526181221008
67,NEG,0.974045991897583
68,NEU,0.4582116901874542
69,POS,0.9807130098342896
70,POS,0.9900072813034058
71,NEG,0.9762908220291138
72,NEU,0.42240360379219055
73,NEU,0.5078703761100769
74,NEG,0.9667280912399292
75,POS,0.9906994700431824
76,NEU,0.48763781785964966
77,NEG,0.9778324961662292
78,POS,0.9925330877304077
79,POS,0.9805004596710205
80,POS,0.9449549317359924
81,NEG,0.9800313711166382
82,NEU,0.34931832551956177
83,POS,0.9538502097129822
84,NEU,0.9326286911964417
85,NEG,0.9087027907371521
86,POS,0.992418646812439
87,POS,0.9930431842803955
88,NEG,0.9596666097640991
89,POS,0.9928545355796814
90,POS,0.9929884076118469
91,POS,0.9916218519210815
92,NEU,0.9326286911964417
93,POS,0.9926659464836121
94,POS,0.9922980666160583
95,POS,0.9552157521247864
96,NEG,0.9454969763755798
97,NEG,0.9606888294219971
98,NEG,0.9793166518211365
99,POS,0.9885292649269104
100,POS,0.9925394654273987
101,POS,0.9665675759315491
102,POS,0.9884400367736816
103,NEG,0.980622410774231
104,POS,0.9832294583320618
105,NEU,0.866830587387085
106,NEG,0.9612911343574524
107,POS,0.9925440549850464
108,NEG,0.508586585521698
109,POS,0.9867353439331055
110,NEG,0.9550551772117615
111,POS,0.8709176182746887
112,POS,0.9921403527259827
113,POS,0.9772765636444092
114,POS,0.9923689365386963
115,NEG,0.8419156074523926
116,POS,0.986517071723938
117,POS,0.9439681768417358
118,POS,0.9918539524078369
119,POS,0.9927049279212952
120,POS,0.9924823641777039
121,POS,0.735953152179718
122,POS,0.9798431992530823
123,POS,0.9913764595985413
124,NEU,0.9451521635055542
125,POS,0.9902349710464478
126,POS,0.9714772701263428
127,NEG,0.9045838713645935
128,NEU,0.6018869280815125
129,NEU,0.9326286911964417
130,NEU,0.9326286911964417
131,NEG,0.980933666229248
132,NEG,0.972063422203064
133,NEG,0.9830518960952759
134,NEU,0.5397706627845764
135,NEG,0.9769278764724731
136,POS,0.6848827600479126
137,NEG,0.8310294151306152
138,POS,0.9843900799751282
139,POS,0.9925042390823364
140,NEG,0.8487632274627686
141,NEG,0.9830268025398254
142,NEG,0.9828869700431824
143,NEG,0.9817666411399841
144,NEG,0.9812155365943909
145,POS,0.9921355247497559
146,POS,0.9815147519111633
147,POS,0.9897881746292114
148,POS,0.9926944971084595
149,POS,0.9794446229934692
150,POS,0.6406258344650269
151,NEG,0.8964687585830688
152,POS,0.8444569110870361
153,POS,0.992094099521637
154,POS,0.9915966391563416
155,POS,0.9905232787132263
156,POS,0.9926122426986694
157,POS,0.9913697242736816
158,POS,0.9734688401222229
159,POS,0.9915012121200562
160,POS,0.9900802969932556
161,POS,0.9880566596984863
162,POS,0.9897432923316956
163,POS,0.9927102327346802
164,POS,0.9912539124488831
165,POS,0.9920449256896973
166,POS,0.9851594567298889
167,POS,0.992344319820404
168,NEU,0.5026543736457825
169,POS,0.9920653700828552
170,NEG,0.764629065990448
171,NEG,0.974445104598999
172,POS,0.9927577972412109
173,POS,0.9926803708076477
174,POS,0.9900016784667969
175,NEU,0.600292444229126
176,POS,0.9683358073234558
177,POS,0.9912015199661255
178,POS,0.9919039607048035
179,POS,0.9923674464225769
180,POS,0.991204559803009
181,POS,0.9423148036003113
182,POS,0.7798760533332825
183,POS,0.9928467869758606
184,POS,0.9851127862930298
185,POS,0.9923223853111267
186,POS,0.9930556416511536
187,POS,0.9905558228492737
188,POS,0.9874810576438904
189,POS,0.9925121068954468
190,POS,0.8893906474113464
191,NEG,0.9739956855773926
192,NEU,0.4184565544128418
193,NEG,0.9126863479614258
194,NEG,0.9758312106132507
195,NEG,0.9590867161750793
