,label,score
0,POS,0.9829769134521484
1,POS,0.9589686393737793
2,POS,0.9840405583381653
3,POS,0.9919561147689819
4,POS,0.9924206137657166
5,POS,0.9918626546859741
6,POS,0.9917798638343811
7,POS,0.9917640089988708
8,NEG,0.4427766799926758
9,POS,0.9925507307052612
10,POS,0.9925075173377991
11,POS,0.9909864068031311
12,NEG,0.4803399443626404
13,NEG,0.9769148826599121
14,NEU,0.6165599226951599
15,POS,0.9899147748947144
16,POS,0.9848533868789673
17,POS,0.9509318470954895
18,POS,0.9913956522941589
19,POS,0.9613581299781799
20,POS,0.9732523560523987
21,POS,0.97247314453125
22,NEG,0.83855140209198
23,POS,0.9925146698951721
24,POS,0.9871745109558105
25,POS,0.9899975657463074
26,POS,0.9927322268486023
27,NEG,0.6717020273208618
28,POS,0.9829698801040649
29,POS,0.9928283095359802
30,POS,0.9917232394218445
31,POS,0.9914368987083435
32,POS,0.9928119778633118
33,POS,0.9912580847740173
34,POS,0.9862539768218994
35,POS,0.9900782108306885
36,POS,0.9911609888076782
37,POS,0.9901247024536133
38,POS,0.9895108342170715
39,POS,0.9905602335929871
40,POS,0.9714274406433105
41,POS,0.9710275530815125
42,POS,0.9850354194641113
43,POS,0.9839203953742981
44,POS,0.9882497787475586
45,POS,0.9753917455673218
46,NEU,0.8806862831115723
47,POS,0.7794101238250732
48,POS,0.9925631880760193
49,POS,0.9924845099449158
50,POS,0.9838789701461792
51,POS,0.9880776405334473
52,POS,0.9863436222076416
53,POS,0.9918733239173889
54,POS,0.9918234944343567
55,POS,0.992644190788269
56,POS,0.9904406070709229
57,POS,0.9898415207862854
58,NEG,0.9387481808662415
59,POS,0.9836876392364502
60,POS,0.9426984786987305
61,POS,0.9892489910125732
62,POS,0.8244026899337769
63,POS,0.9922176599502563
64,POS,0.9799649715423584
65,POS,0.9354897737503052
66,POS,0.9890840649604797
67,POS,0.9748753905296326
68,POS,0.9927529096603394
69,POS,0.9924995303153992
70,POS,0.9928178787231445
71,POS,0.9926691055297852
72,POS,0.9914945363998413
73,POS,0.9907728433609009
74,POS,0.9924267530441284
75,POS,0.9926411509513855
76,POS,0.9895813465118408
77,POS,0.9827107787132263
78,NEU,0.9487466216087341
79,POS,0.989452600479126
80,POS,0.9910711050033569
81,POS,0.9927899241447449
82,POS,0.99221271276474
83,POS,0.9916468262672424
84,POS,0.6358626484870911
85,POS,0.9916338920593262
86,POS,0.9922602772712708
87,POS,0.9880325794219971
88,POS,0.9881587624549866
89,POS,0.9912024736404419
90,POS,0.9898521304130554
91,NEU,0.8761739730834961
92,POS,0.9915981292724609
93,POS,0.9924904704093933
94,NEU,0.8761739730834961
95,POS,0.9878724813461304
96,POS,0.9923617839813232
97,POS,0.9867867231369019
98,POS,0.974963903427124
99,POS,0.9912465214729309
100,POS,0.9649435877799988
101,NEG,0.9439630508422852
102,POS,0.98678058385849
103,NEU,0.9326286911964417
104,POS,0.9929083585739136
105,POS,0.9876884818077087
106,POS,0.9868081212043762
107,POS,0.9924110174179077
108,POS,0.9915494918823242
109,POS,0.9808744788169861
110,POS,0.9926607608795166
111,POS,0.9891840219497681
112,POS,0.9745624661445618
113,POS,0.9704056978225708
114,POS,0.9900788068771362
115,NEG,0.6279097199440002
116,POS,0.9923849105834961
117,POS,0.9711860418319702
118,POS,0.8597713708877563
119,POS,0.9907634854316711
120,POS,0.9926409125328064
121,POS,0.848366379737854
122,POS,0.9723727107048035
123,POS,0.7311336398124695
124,NEG,0.9749791026115417
125,NEU,0.474004328250885
126,POS,0.9927507638931274
