,label,score
0,NEG,0.9831749796867371
1,NEG,0.9700986742973328
2,POS,0.9922046661376953
3,NEG,0.9717801213264465
4,POS,0.9876564741134644
5,POS,0.48857471346855164
6,NEU,0.5030205845832825
7,NEG,0.968969464302063
8,NEG,0.9803163409233093
9,NEG,0.9740541577339172
10,NEG,0.5234542489051819
11,NEG,0.9614224433898926
12,NEG,0.898422122001648
13,NEG,0.9796223640441895
14,POS,0.991649866104126
15,NEG,0.9649813771247864
16,POS,0.9148811101913452
17,NEG,0.9807063341140747
18,NEU,0.9326286911964417
19,POS,0.9927148222923279
20,POS,0.9925817251205444
21,POS,0.9774612784385681
22,POS,0.9928231239318848
23,POS,0.992333173751831
24,POS,0.9863007068634033
25,POS,0.9924570322036743
26,POS,0.9267920255661011
27,POS,0.9883661866188049
28,POS,0.939955472946167
29,NEU,0.5549843907356262
30,NEU,0.9452584385871887
31,POS,0.9926498532295227
32,NEU,0.5855702757835388
33,POS,0.9896344542503357
34,POS,0.9926425814628601
35,POS,0.9927098751068115
36,POS,0.9925294518470764
37,POS,0.9919746518135071
38,POS,0.9270055890083313
39,POS,0.9925048351287842
40,POS,0.9924548864364624
41,POS,0.99261075258255
42,POS,0.9771439433097839
43,POS,0.9913660287857056
44,POS,0.9919428825378418
45,POS,0.9887005686759949
46,POS,0.9927623867988586
47,POS,0.8959925770759583
48,POS,0.9910963773727417
49,POS,0.9927996397018433
50,POS,0.9926227331161499
51,POS,0.9809907674789429
52,POS,0.964192271232605
53,POS,0.9926086068153381
54,NEU,0.6178977489471436
55,POS,0.9885014295578003
56,POS,0.9922081828117371
57,POS,0.988730251789093
58,POS,0.9594626426696777
59,POS,0.9923675656318665
60,POS,0.9922878742218018
61,POS,0.9587433338165283
62,POS,0.9577678442001343
63,POS,0.9918835163116455
64,POS,0.9841545820236206
65,POS,0.8460134267807007
66,POS,0.987440824508667
67,POS,0.9919713735580444
68,POS,0.9921659231185913
69,POS,0.9928081035614014
70,POS,0.990313708782196
71,POS,0.9922804832458496
72,POS,0.9924895763397217
73,POS,0.752469539642334
74,POS,0.9919977784156799
75,POS,0.992319643497467
76,NEU,0.9477229118347168
77,POS,0.9891948699951172
78,POS,0.988089382648468
79,POS,0.9913662075996399
80,POS,0.9926822781562805
81,POS,0.9929220080375671
82,POS,0.9928338527679443
83,POS,0.7560803294181824
84,POS,0.9750506281852722
85,POS,0.9925994873046875
86,POS,0.9813323020935059
87,POS,0.9875883460044861
88,POS,0.992735743522644
89,POS,0.9923043847084045
90,POS,0.9901034832000732
91,POS,0.9925824403762817
92,POS,0.9928179979324341
93,POS,0.992398202419281
94,POS,0.9898006319999695
95,POS,0.8932279348373413
96,POS,0.9815674424171448
97,POS,0.9659291505813599
98,POS,0.9917659163475037
99,POS,0.9522554874420166
100,POS,0.9834084510803223
101,POS,0.9923741221427917
102,POS,0.9890461564064026
103,POS,0.6529814004898071
104,POS,0.9921154379844666
105,POS,0.9864557981491089
106,POS,0.9928144812583923
107,POS,0.9882068037986755
108,POS,0.9034528732299805
109,POS,0.9924286007881165
110,POS,0.9927876591682434
111,POS,0.9910399317741394
112,POS,0.9902695417404175
113,NEU,0.8925855159759521
114,POS,0.9745056629180908
115,POS,0.9776366353034973
116,POS,0.9899013042449951
117,POS,0.9865438342094421
